date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-06-28 00:00:00,15.4,10.9,21,0,,,9.2,,1019.8,
2022-06-29 00:00:00,15.3,10.5,19,0,,,12.6,,1017,
2022-06-30 00:00:00,12.7,6,20,0,,,5.4,,1019.9,
2022-07-01 00:00:00,13.4,6,21,0,,,8,,1020.2,
2022-07-02 00:00:00,16.3,9,24,0,,,11.3,,1020.6,
2022-07-03 00:00:00,18.8,12,26,0,,,9.3,,1023.6,
2022-07-04 00:00:00,18.3,12,24,0,,,6.4,,1023,
2022-07-05 00:00:00,16.9,11,23,0,,,6.5,,1021.5,
2022-07-06 00:00:00,16.2,10,23,0,,,7.9,,1019.9,
2022-07-07 00:00:00,17.9,12.1,25,0,,,6.9,,1020.5,
2022-07-08 00:00:00,16.6,11,24,0,,,7.3,,1024.8,
2022-07-09 00:00:00,15.9,12.6,22,0,,,9,,1024.7,
2022-07-10 00:00:00,16.6,12,23,0,,,10.8,,1020.7,
2022-07-11 00:00:00,18,13,23,0,,,13.8,,1015.4,
2022-07-12 00:00:00,16.6,12,21,1.1,,,14.8,,1016,
2022-07-13 00:00:00,12,11,13,0,,,12.4,,1023.3,
2022-07-14 00:00:00,15.9,11.5,22,0.2,,,11.5,,1020.8,
2022-07-15 00:00:00,18.1,13,25,0,,,14,,1016.2,
2022-07-16 00:00:00,20.5,15.2,26,0,,,20.2,,1013.5,
2022-07-17 00:00:00,15.3,11,19.3,0.5,,,9.7,,1020,
2022-07-18 00:00:00,12.7,11,15,6.7,,,10.9,,1025.3,
2022-07-19 00:00:00,16.7,13,23,5.8,,,6.7,,1024.6,
2022-07-20 00:00:00,15.6,12,22,0,,,7.1,,1023.6,
2022-07-21 00:00:00,16.8,11,23,0,,,7.6,,1021.3,
2022-07-22 00:00:00,18.8,13,25,0,,,4.8,,1020.2,
2022-07-23 00:00:00,18.2,12,24,0,,,5.9,,1020.3,
2022-07-24 00:00:00,17.8,12,25,0,,,4.4,,1021.7,
2022-07-25 00:00:00,17.9,11,25,0,,,4.6,,1022.3,
2022-07-26 00:00:00,15.8,10,22,0,,,5.8,,1023.2,
2022-07-27 00:00:00,15.4,11,22,0,,,5,,1021.5,
2022-07-28 00:00:00,18.9,13.3,25,0,,,8.1,,1015,
2022-07-29 00:00:00,13.8,8.8,18,8.6,,,12.3,,1014.2,
2022-07-30 00:00:00,10.8,5,18,0,,,7.4,,1020.1,
2022-07-31 00:00:00,12.2,7,20,0,,,7.2,,1021.2,
2022-08-01 00:00:00,15.5,7,23,0,,,5.2,,1019.6,
2022-08-02 00:00:00,18.5,12,26,0,,,4.5,,1020,
2022-08-03 00:00:00,16.7,12,24,0,,,7.4,,1019.7,
2022-08-04 00:00:00,20.1,13,26,0,,,12.8,,1014.6,
2022-08-05 00:00:00,16.5,13,21,0,,,10.6,,1015.6,
2022-08-06 00:00:00,12.4,11.8,14,1.5,,,10.8,,1019.6,
2022-08-07 00:00:00,13.1,11,15,22.5,,,8.9,,1017.4,
2022-08-08 00:00:00,15.1,13.5,19,5.1,,,9.2,,1018.6,
2022-08-09 00:00:00,13.2,12.9,14.2,14.9,,,9.4,,1019.6,
2022-08-10 00:00:00,10.2,7,14.6,44.2,,,12.9,,1016.5,
2022-08-11 00:00:00,10.7,7.2,16,0,,,12.4,,1024.1,
2022-08-12 00:00:00,11.9,9.7,15,0.4,,,10.4,,1025.4,
2022-08-13 00:00:00,14.4,9.9,22,0,,,9.2,,1024.2,
2022-08-14 00:00:00,16.7,11.7,24,0,,,9.5,,1021.2,
2022-08-15 00:00:00,18.9,12,25,0,,,16,,1014.7,
2022-08-16 00:00:00,16.3,14,20,22.2,,,12.1,,1014.4,
2022-08-17 00:00:00,15.7,14,17,24.2,,,15.8,,1014.8,
2022-08-18 00:00:00,14.5,9,16.3,22,,,12.8,,1014,
2022-08-19 00:00:00,7.5,3,12,0.7,,,17.1,,1028.1,
2022-08-20 00:00:00,7.6,4.5,11,0,,,14.6,,1031.1,
2022-08-21 00:00:00,10.4,7.5,13,0,,,8.3,,1028.5,
2022-08-22 00:00:00,12.1,10,14,0.6,,,8.9,,1026.5,
2022-08-23 00:00:00,13.3,10,18,0,,,7.8,,1026,
2022-08-24 00:00:00,14.4,9,21,0,,,7.3,,1025,
2022-08-25 00:00:00,15.9,12.1,21,0,,,7.6,,1023.8,
2022-08-26 00:00:00,17.9,13,25,0,,,6.6,,1021.8,
2022-08-27 00:00:00,19.7,12,26,0,,,9,,1018.5,
2022-08-28 00:00:00,16.6,12,23,0.1,,,8.9,,1020.8,
2022-08-29 00:00:00,9.4,8,12.2,0,,,19.6,,1028.7,
2022-08-30 00:00:00,9.6,7.6,13.2,1,,,14.5,,1028.9,
2022-08-31 00:00:00,11.7,8.5,16,0,,,13.4,,1025.8,
